"vin_1_10","county","city","state","zip_code","model_year","make","model","ev_type","cafv_type","electric_range","legislative_district","dol_vehicle_id","geocoded_column","electric_utility","_2020_census_tract"
"YV4H60RM7S","Grant","Soap Lake","WA","98851","2025","VOLVO","XC60","Plug-in Hybrid Electric Vehicle (PHEV)","Clean Alternative Fuel Vehicle Eligible","35","12","269534674","POINT (-119.48323 47.38898)","PUD NO 2 OF GRANT COUNTY","53025010300"
"5YJSA1E28F","Snohomish","Lynnwood","WA","98037","2015","TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","208","32","287409083","POINT (-122.27734 47.83785)","PUGET SOUND ENERGY INC","53061051802"
"5YJ3E1EA3J","Skagit","La Conner","WA","98257","2018","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","215","10","220398650","POINT (-122.49724 48.38874)","PUGET SOUND ENERGY INC","53057940801"
"1N4AZ0CP9F","Snohomish","Edmonds","WA","98020","2015","NISSAN","LEAF","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","84","21","109514527","POINT (-122.37695 47.81113)","PUGET SOUND ENERGY INC","53061050403"
"YV4H60CX0P","Yakima","Yakima","WA","98901","2023","VOLVO","XC90","Plug-in Hybrid Electric Vehicle (PHEV)","Clean Alternative Fuel Vehicle Eligible","32","15","230117681","POINT (-120.50729 46.60464)","PACIFICORP","53077001601"
"5YJYGDEF0L","Yakima","Yakima","WA","98908","2020","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","291","14","292070887","POINT (-120.60199 46.59817)","PACIFICORP","53077000902"
"7SAYGDEE7R","King","Redmond","WA","98052","2024","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","48","272576713","POINT (-122.13158 47.67858)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033022606"
"JTMEB3FV6M","King","Redmond","WA","98052","2021","TOYOTA","RAV4 PRIME (PHEV)","Plug-in Hybrid Electric Vehicle (PHEV)","Clean Alternative Fuel Vehicle Eligible","42","45","178933982","POINT (-122.13158 47.67858)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032323"
"KNDC34LB8R","King","Bothell","WA","98011","2024","KIA","EV6","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","1","261832224","POINT (-122.20563 47.76144)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033021803"
"7FCTGAAAXP","King","Seattle","WA","98125","2023","RIVIAN","R1T","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","46","287498802","POINT (-122.30253 47.72656)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033000900"
"YV4H60PE6S","King","Bellevue","WA","98006","2025","VOLVO","XC90","Plug-in Hybrid Electric Vehicle (PHEV)","Clean Alternative Fuel Vehicle Eligible","32","41","281885383","POINT (-122.12096 47.55584)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033025007"
"5YJYGDEE6M","King","Bellevue","WA","98008","2021","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","48","157659330","POINT (-122.11867 47.63131)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033023300"
"5YJYGDEE6M","King","Kirkland","WA","98034","2021","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","45","167411842","POINT (-122.22901 47.72201)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033021905"
"5YJ3E1EA4P","King","Bellevue","WA","98006","2023","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","41","251785257","POINT (-122.12096 47.55584)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033024902"
"KM8KNDAF4P","Kitsap","Bainbridge Island","WA","98110","2023","HYUNDAI","IONIQ 5","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","23","245652291","POINT (-122.521 47.62759)","PUGET SOUND ENERGY INC","53035091002"
"5YJYGDEE5L","King","Newcastle","WA","98056","2020","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","291","41","278614360","POINT (-122.18839 47.51197)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033024704"
"7SAYGDEEXR","Thurston","Olympia","WA","98501","2024","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","22","273631578","POINT (-122.89165 47.03954)","PUGET SOUND ENERGY INC","53067010100"
"5YJYGDEE7M","King","Burien","WA","98146","2021","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","34","139839773","POINT (-122.36322 47.49736)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033026700"
"1C4RJXP6XR","King","Tukwila","WA","98188","2024","JEEP","WRANGLER","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range","21","11","264701475","POINT (-122.27979 47.44952)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033028200"
"7SAYGAEE0R","King","Redmond","WA","98052","2024","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","48","268228152","POINT (-122.13158 47.67858)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033022606"
"JTMBCAEB6T","King","Federal Way","WA","98003","2026","TOYOTA","BZ","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","30","290363447","POINT (-122.3303 47.30151)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033030203"
"5YJYGDEEXM","King","Bellevue","WA","98005","2021","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","41","175385857","POINT (-122.1621 47.64441)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033023500"
"7SAYGDEE3R","Clark","Vancouver","WA","98685","2024","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","49","262922054","POINT (-122.70303 45.70954)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)","53011040904"
"5YJ3E1EB0N","King","Seatac","WA","98148","2022","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","33","287270049","POINT (-122.32472 47.44519)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033028500"
"7YAMUFS39T","King","Kent","WA","98031","2026","HYUNDAI","IONIQ 9","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","33","284258866","POINT (-122.17743 47.41185)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033029305"
"7SAYGDEE4R","Kitsap","Silverdale","WA","98383","2024","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","23","272210361","POINT (-122.69275 47.65171)","PUGET SOUND ENERGY INC","53035091204"
"5YJ3E1EB0L","King","Bellevue","WA","98004","2020","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","322","41","104225964","POINT (-122.1872 47.61001)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033023807"
"7SAYGDEEXT","King","Kirkland","WA","98033","2026","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","48","290166278","POINT (-122.2066 47.67887)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033022603"
"1V2GNPE89P","King","Renton","WA","98056","2023","VOLKSWAGEN","ID.4","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","41","257684892","POINT (-122.18839 47.51197)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033025304"
"5YJ3E1EA0P","King","Sammamish","WA","98075","2023","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","41","251784655","POINT (-122.03539 47.61344)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032224"
"JTMABABA8S","Clark","Vancouver","WA","98664","2025","SUBARU","SOLTERRA","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","49","281398568","POINT (-122.59219 45.62158)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)","53011041206"
"7FCTGAAL3N","King","Kirkland","WA","98034","2022","RIVIAN","R1T","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","1","283307216","POINT (-122.22901 47.72201)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033022203"
"7SAYGAEE6R","Jefferson","Brinnon","WA","98320","2024","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","24","263320802","POINT (-122.89646 47.69838)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF MASON COUNTY|PUD NO 1 OF JEFFERSON COUNTY","53031950702"
"1N4AZ0CP2F","King","Seattle","WA","98177","2015","NISSAN","LEAF","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","84","32","119219593","POINT (-122.37238 47.74068)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033000500"
"7SAYGDEF7P","King","Bellevue","WA","98004","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","48","229816170","POINT (-122.1872 47.61001)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033023806"
"5YJ3E1EB5J","Yakima","Yakima","WA","98908","2018","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","215","14","301024209","POINT (-120.60199 46.59817)","PACIFICORP","53077002801"
"1C4RJXR61S","King","Tukwila","WA","98188","2025","JEEP","WRANGLER","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range","21","11","279339532","POINT (-122.27979 47.44952)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033028200"
"7SAYGDEF5P","Snohomish","Lake Stevens","WA","98258","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","44","256314026","POINT (-122.06402 48.01497)","PUGET SOUND ENERGY INC","53061052604"
"5YJ3E1EA2L","King","Federal Way","WA","98023","2020","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","266","30","281306966","POINT (-122.36217 47.31011)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033030308"
"50EA1PGA3R","King","Issaquah","WA","98029","2024","LUCID","AIR","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","5","290966084","POINT (-122.01656 47.57118)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032220"
"5YJYGDEE1L","King","Seattle","WA","98107","2020","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","291","43","128506570","POINT (-122.38591 47.67597)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033004800"
"KM8KRDDF1R","King","Kirkland","WA","98033","2024","HYUNDAI","IONIQ 5","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","48","273935630","POINT (-122.2066 47.67887)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033022701"
"5YJYGDEE0M","King","Sammamish","WA","98074","2021","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","41","140292148","POINT (-122.02054 47.60326)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032217"
"7SAYGDEE5P","Clark","Vancouver","WA","98685","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","18","251983210","POINT (-122.70303 45.70954)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)","53011040907"
"ZACPDFCW2R","King","Tukwila","WA","98188","2024","DODGE","HORNET","Plug-in Hybrid Electric Vehicle (PHEV)","Clean Alternative Fuel Vehicle Eligible","32","11","261132777","POINT (-122.27979 47.44952)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033028200"
"7SAYGDEE6T","King","Kent","WA","98030","2026","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","47","281812415","POINT (-122.19976 47.37483)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033029603"
"5YJSA1E54P","King","Newcastle","WA","98059","2023","TESLA","MODEL S","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","41","251107139","POINT (-122.11589 47.50243)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033025005"
"5YJ3E1EA0J","King","Shoreline","WA","98177","2018","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","215","32","197140569","POINT (-122.37238 47.74068)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033020800"
"1G1FZ6S03N","Clark","Vancouver","WA","98682","2022","CHEVROLET","BOLT EUV","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","17","267263510","POINT (-122.55149 45.69345)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)","53011041331"
"2C4RC1L76P","King","Tukwila","WA","98188","2023","CHRYSLER","PACIFICA","Plug-in Hybrid Electric Vehicle (PHEV)","Clean Alternative Fuel Vehicle Eligible","32","11","238006275","POINT (-122.27979 47.44952)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033028200"
"5XYAFFS53T","King","Seattle","WA","98177","2026","KIA","EV9","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","36","283138474","POINT (-122.37238 47.74068)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033001400"
"JTJCJMGA5S","King","Bellevue","WA","98006","2025","LEXUS","RX","Plug-in Hybrid Electric Vehicle (PHEV)","Clean Alternative Fuel Vehicle Eligible","37","41","277811831","POINT (-122.12096 47.55584)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033024902"
"1N4AZ1BP1L","Yakima","Yakima","WA","98902","2020","NISSAN","LEAF","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","149","14","138245117","POINT (-120.52041 46.59751)","PACIFICORP","53077001000"
"5YJ3E1EB5J","King","Seattle","WA","98125","2018","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","215","46","267504618","POINT (-122.30253 47.72656)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033000900"
"5YJ3E1EA5J","King","Kirkland","WA","98034","2018","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","215","45","243584750","POINT (-122.22901 47.72201)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033022005"
"1C4RJXR61S","King","Tukwila","WA","98188","2025","JEEP","WRANGLER","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range","21","11","278178225","POINT (-122.27979 47.44952)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033028200"
"3GPKHVRJ5S","King","Woodinville","WA","98072","2025","HONDA","PROLOGUE","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","45","285182110","POINT (-122.15545 47.75448)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032319"
"7SAYGDEEXT","Clark","Vancouver","WA","98683","2026","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","18","288494832","POINT (-122.49212 45.60365)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)","53011041328"
"7SAYGDEE1R","King","Seattle","WA","98112","2024","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","43","264371488","POINT (-122.30207 47.64085)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033006300"
"KM8KRDAF6P","Clark","Vancouver","WA","98682","2023","HYUNDAI","IONIQ 5","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","17","290469749","POINT (-122.55149 45.69345)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)","53011040713"
"7SAXCDE52N","Snohomish","Everett","WA","98208","2022","TESLA","MODEL X","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","21","287963714","POINT (-122.18637 47.89251)","PUGET SOUND ENERGY INC","53061041605"
"1G1FY6S07L","Kitsap","Bainbridge Island","WA","98110","2020","CHEVROLET","BOLT EV","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","259","23","8184501","POINT (-122.521 47.62759)","PUGET SOUND ENERGY INC","53035090700"
"3C3CFFGE2G","Kitsap","Port Orchard","WA","98366","2016","FIAT","500","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","84","26","2438439","POINT (-122.63847 47.54103)","PUGET SOUND ENERGY INC","53035092500"
"JTDACACU4R","Jefferson","Port Townsend","WA","98368","2024","TOYOTA","PRIUS PRIME (PHEV)","Plug-in Hybrid Electric Vehicle (PHEV)","Clean Alternative Fuel Vehicle Eligible","39","24","277983856","POINT (-122.77263 48.1212)","BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY","53031950502"
"1FTVW1EL7P","Clark","Camas","WA","98607","2023","FORD","F-150","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","18","250985367","POINT (-122.40199 45.58694)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)","53011040608"
"5YJ3E1EB3M","King","Kirkland","WA","98034","2021","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","45","135139266","POINT (-122.22901 47.72201)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033022003"
"5YJSA1E56N","King","Sammamish","WA","98075","2022","TESLA","MODEL S","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","41","212108872","POINT (-122.03539 47.61344)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032224"
"KM8KRDAF6P","King","Kent","WA","98030","2023","HYUNDAI","IONIQ 5","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","47","292220631","POINT (-122.19976 47.37483)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033029504"
"7SAYGAEE1N","King","Federal Way","WA","98003","2022","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","30","220709345","POINT (-122.3303 47.30151)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033030203"
"7SAYGDEE4S","King","Auburn","WA","98001","2025","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","47","274404168","POINT (-122.28802 47.30264)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033030501"
"5YJ3E1EA1L","Cowlitz","Kalama","WA","98625","2020","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","266","20","283420399","POINT (-122.84226 46.00813)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY","53015001602"
